id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Ncan,4060.46196391546,-0.382507218838852,0.0483731455482074,-7.90742910149714,2.62758688141339e-15,1.10358649019362e-11
Gse1,410.787666050304,-0.931007927141874,0.142011991630657,-6.55584022483981,5.53294471958423e-11,1.16191839111269e-07
Ncam1,7001.71159618126,-0.242981427474704,0.0414190511604801,-5.86641703918472,4.45312914806585e-09,6.23438080729219e-06
Ptprz1,842.183970638852,0.533562227845878,0.0990015598465705,5.38943253694968,7.06805059972239e-08,7.42145312970851e-05
Cdh13,840.181113830113,-0.491123508473175,0.0985077302499876,-4.98563419568016,6.17588955545275e-07,0.000518774722658031
Wnt7b,532.733471073065,-0.59724081964962,0.133527493522857,-4.4727928600516,7.72045568673165e-06,0.00540431898071215
Baiap2,302.122675785429,-0.731961356630837,0.164975547059223,-4.43678696436193,9.13115808667386e-06,0.00547869485200431
Neurod2,1639.50817070077,-0.319923582743272,0.0728985255873575,-4.38861527260786,1.140746658276e-05,0.00576875549266492
Sulf2,293.946362187702,-0.703695538744323,0.160987816022695,-4.37111053575085,1.23616189128534e-05,0.00576875549266492
Tnc,520.632925631602,-0.526259166145087,0.12148130652655,-4.33201766750898,1.47749082425357e-05,0.006205461461865
Actb,19181.9801282466,0.144208937672447,0.0335361152096533,4.30010860741964,1.70714424796712e-05,0.00651818712860173
Plxna2,1841.17591742709,-0.289557946485676,0.0680184330798856,-4.25705111650541,2.07141007691919e-05,0.00669224794081583
Calm1,10170.5632537964,0.15591230272388,0.0366004506994859,4.25984652495195,2.04567320310184e-05,0.00669224794081583
Fabp7,326.945054042484,0.68620609986063,0.164464451668238,4.17236729822237,3.01451172029467e-05,0.00871993258959744
Id2,514.21291664811,-0.508225795143564,0.122295668758371,-4.15571377386803,3.24273580864428e-05,0.00871993258959744
Hnrnpa3,444.127337812119,0.536074151425453,0.129168334036989,4.15019792135697,3.32187908175141e-05,0.00871993258959744
Egr1,579.426359118782,0.452694024412244,0.114484856218483,3.95418258243976,7.67967497081066e-05,0.0169880672247707
Kcna1,454.712337488383,-0.511581223036109,0.129382741423807,-3.95401440258845,7.68507803025341e-05,0.0169880672247707
Spock1,1266.85453551927,-0.321468209417922,0.0812450315739308,-3.95677376437961,7.59688155504336e-05,0.0169880672247707
Atp6v0a1,1696.59653621016,-0.279726088047857,0.0717222328518273,-3.90013078128438,9.61407404489408e-05,0.0192281480897882
Psat1,644.69360715109,0.423812984133026,0.108595223830251,3.90268530405631,9.51313558274691e-05,0.0192281480897882
Gng2,7800.2345240932,0.148056348450711,0.0383059629725474,3.86509924203755,0.000111044039200339,0.0202776071583228
Nell2,3316.03348565081,-0.203788532724056,0.0526561810361331,-3.8701730492801,0.000108758125776014,0.0202776071583228
Ncor2,638.286461661153,-0.423682432922379,0.110438101797233,-3.836379166497,0.000124861585826559,0.0218507775196479
Pou3f1,550.914576929733,-0.450287317775733,0.118756281290318,-3.7916926404502,0.000149624020963332,0.0251368355218397
Myt1l,1532.38935767949,-0.286888553790405,0.0758674544961647,-3.7814443056727,0.000155921107842695,0.0251872558822815
Aen,461.762467487694,-0.490482682813864,0.130376840038773,-3.76203843158034,0.000168534142528793,0.0262164221711455
Clmp,820.854046173524,-0.36210937277894,0.0967824053722369,-3.74147936689756,0.000182940199213696,0.0274410298820544
Tmsb4x,3122.77357619598,0.200441163004138,0.0538561084657584,3.72179068845232,0.000197814968779793,0.02864906444397
Prkca,754.979514764978,-0.371208930552922,0.101201549969335,-3.66801625731427,0.000244439644941297,0.0342215502917816
Sez6,992.816422813337,-0.317501320670694,0.0887935134809967,-3.5757265167646,0.000349256616373578,0.047318638347388
Atp2a2,2451.1453394269,-0.209972174374098,0.0590238162584882,-3.55741440801707,0.000374523074948267,0.0477927921572394
Pabpc1,3399.85668377802,-0.184038418710138,0.0517438670323082,-3.55671945808045,0.000375514795521167,0.0477927921572394
Lrpap1,449.947060334515,-0.45860176698227,0.129945454649967,-3.52918667465209,0.000416838983026551,0.0514918743738681
Nudt4,1526.22212774548,0.257848346984294,0.0739776191443019,3.48549128732207,0.000491234220268432,0.0589481064322119
Hivep1,677.783593533538,-0.373254666105321,0.107689007143308,-3.46604241237556,0.000528179954329281,0.0616209946717494
Eef1a1,10834.0483638188,0.127255418480841,0.0368904427028536,3.44954977921685,0.000561522191694152,0.0637403568950118
Ddah1,655.483893909498,0.370517844260645,0.107786163631693,3.43752696799479,0.000587052258190016,0.0648847232736333
Vgf,1570.48627613423,-0.244912447087433,0.0716449416555393,-3.41841924116492,0.000629860064065924,0.0678310838224841
Sub1,944.28293979951,0.312412212124312,0.0917181178120101,3.40622136146151,0.000658687487439858,0.0691621861811851
Atp1a1,827.908538923592,-0.327130214268987,0.0965367313106486,-3.3886605629551,0.000702348952175707,0.0719479414423895
Olfm1,1640.22278544011,-0.243365896062963,0.0720452557628246,-3.37795866620464,0.000730260564004553,0.0730260564004553
Gnb1,5145.55529577601,0.158065800311267,0.0469285679283194,3.36822126242383,0.000756548536141667,0.0738954384138372
Calr,2580.39868649982,-0.201327624976171,0.0599204565554613,-3.35991473612732,0.000779665306446258,0.0744225974335065
Nsg2,7420.34369408994,-0.135740827541674,0.0406501259813238,-3.33924740120212,0.000840057120283895,0.0784053312264969
Pom121,835.698564460735,-0.324899153152989,0.0977427926150608,-3.3240215923903,0.000887293256949732,0.0810137321562799
Islr2,2128.16254603266,-0.232415414550138,0.0704099699572573,-3.30088785283145,0.000963793986350627,0.0855006815633327
Prrc2b,4492.61710359902,-0.159724229169568,0.0484452877035453,-3.29700238642364,0.000977226709042262,0.0855006815633327
Cnr1,1368.37484744354,-0.251763172790751,0.076495193332858,-3.29122866184858,0.000997507951572214,0.0855006815633327
Chst11,334.555218616846,-0.493146013471869,0.150587247978294,-3.27481921671716,0.00105729611042931,0.0870714443882965
Arid1a,1231.20984021479,-0.284877341224815,0.08698324029497,-3.27508311093912,0.00105630892317682,0.0870714443882965
Scd2,4315.64279363634,0.1536522779201,0.0471010899144815,3.26218094313904,0.00110558549606867,0.0892972900670847
Mturn,1726.84984718951,0.24300532923252,0.0749113227664727,3.24390653186115,0.00117902428584954,0.0934321132182653
Chd3,2761.14375334097,-0.18162218624822,0.0562489187083645,-3.22890093567634,0.00124266932981896,0.0966520589859191
Srrm2,2491.46085347645,-0.207436559634262,0.0645167928576457,-3.21523359184894,0.00130338413302247,0.0995311519762611
Slc29a4,1430.59556154774,-0.242904687287734,0.0757231536498901,-3.20779940585697,0.00133754754866702,0.100316066150027
Ftl1,2159.36975991434,0.197775153579669,0.0621943745663292,3.17995244680442,0.00147299222099062,0.108536268915098
Spen,697.032672334416,-0.343538093568397,0.109681895255252,-3.13213126714226,0.00173542265321727,0.125668536957113
Plagl1,878.746323984303,-0.292934030510738,0.0952374186898063,-3.07582917030585,0.00209918076804142,0.149433207216508
St3gal1,293.488871436287,-0.497364998922913,0.162198591343823,-3.06639530468311,0.00216656667807245,0.151659667465071
Tbr1,979.440961687678,-0.275336359359225,0.0904652378335593,-3.04355978000961,0.00233796984777166,0.160974973125262
Ckap4,357.972595544129,-0.44315458649826,0.146595909213354,-3.0229669359552,0.00250309590410084,0.169564561245541
Kidins220,2806.51617612757,-0.167492649162165,0.0558462225662534,-2.99917597763142,0.00270710898217331,0.180473932144887
Mllt4,704.361269927328,-0.317335368615349,0.106104579328356,-2.99077919750577,0.00278266620433614,0.182612469659559
Itpr1,426.426794466973,-0.401897630499306,0.13508285234241,-2.97519354625833,0.00292803743997099,0.189196265351972
Fn1,378.206164838425,-0.429612364249294,0.145435976278539,-2.95396211613074,0.00313722515073552,0.199641600501351
Bcl9l,551.121874486373,-0.343678614015269,0.117069844575076,-2.93567156651404,0.00332826504211513,0.208637510102739
Atp1a3,4623.71132946409,-0.138570988447121,0.0473618163059653,-2.92579548790802,0.00343576718656878,0.209133654834622
Lrrc55,305.377810511493,-0.478073199558877,0.163316371007226,-2.92728277398304,0.00341937832364615,0.209133654834622
Glul,573.87568655317,0.358872146032128,0.123123279257359,2.91473836789217,0.00355986838822543,0.213592103293526
Pkia,2021.89452462512,0.189390098668329,0.0652255631945254,2.90361768289377,0.00368878307971372,0.218209703307009
Efnb2,1346.99975655299,-0.223910953838567,0.0772372571806427,-2.89900188085244,0.0037435264860343,0.218372378352001
Map4,2736.9632345126,0.16389349151891,0.0568205976535015,2.88440280967037,0.00392156786421514,0.225624452461693
Nes,220.232514352547,0.530940804988769,0.18648421317746,2.84710858866923,0.00441183105143141,0.248141432015236
Pdia3,1266.30671485185,-0.226913594671237,0.0797385188677018,-2.8457212134542,0.00443109700027208,0.248141432015236
Rian,1763.39573852476,-0.19787658404432,0.0700904268979175,-2.82316134744786,0.00475526337430547,0.262790870685302
Nrp2,698.063102631785,-0.310610368232532,0.111042998911561,-2.7972080300165,0.00515463322540713,0.281161812294935
Atp13a1,358.536530789407,-0.402771499369802,0.144285513008536,-2.79148953329759,0.0052466054482433,0.282509524136178
Zswim8,1046.02596658827,-0.242311961010106,0.0871508655686396,-2.78037354453195,0.00542964018786415,0.285056109862868
Slc8a1,2163.18812443046,-0.20249941207289,0.0728148161252775,-2.78101934260866,0.00541885084053577,0.285056109862868
Pcdh1,289.105187153224,-0.441549739521276,0.160322993786989,-2.75412608691636,0.00588490915607338,0.305143437722323
Marcksl1,6361.39885741767,0.119403825197765,0.0435535603240532,2.74153994092239,0.00611519255301287,0.313217179544562
Scg2,1049.95722468616,-0.238418144921783,0.087145280226185,-2.73586985207885,0.00622156272146043,0.314826065423299
Ephb2,560.003635657685,-0.346802612832228,0.127199879467338,-2.72643821900223,0.0064021936615519,0.320109683077595
Prkacb,1593.01772875858,0.203705535770113,0.0749623887497912,2.71743655941967,0.0065789766536996,0.325078846418098
Kif5c,4437.83165081311,-0.129866266907175,0.048053121931384,-2.7025562895292,0.00688085324981622,0.336041670339862
Shank1,1983.50501045959,-0.185389796383976,0.0690756197768506,-2.6838672889636,0.00727759882440411,0.351332357040198
Pkm,2487.95001370262,-0.168128614855311,0.0631027189588796,-2.6643640342165,0.0077134040809075,0.356003265272654
Ap1s2,381.194855606589,0.382363217301448,0.143058705272265,2.67277140928785,0.00752274928970931,0.356003265272654
H3f3a,759.563068483987,0.268187593603522,0.100460147310106,2.66959188080488,0.00759434919349749,0.356003265272654
Pde1a,222.24473934039,-0.507026061402943,0.190126904080686,-2.66677703428954,0.00765824600954524,0.356003265272654
Opcml,1021.95512306483,-0.241178437976377,0.0912670963195666,-2.64255627386133,0.00822827906197788,0.371800529660526
Spin1,1152.80042928706,0.221975188056589,0.0842359570991807,2.63515956487836,0.00840977388517856,0.371800529660526
Ski,1654.7282983484,-0.184809326941809,0.0700761782263981,-2.63726321296715,0.00835779524842304,0.371800529660526
Slc25a4,1971.05516817158,0.176419842371218,0.0668663696433123,2.638394207915,0.00832996866446581,0.371800529660526
Nfasc,912.153318385315,-0.269220968803206,0.102419752382097,-2.6286039805957,0.00857361398563131,0.372658790556286
Lphn1,3253.57675060866,-0.138387477493125,0.0528819037020225,-2.61691557612802,0.00887282834657825,0.372658790556286
Jund,890.637385109071,0.2615007714289,0.0996819231775374,2.62335198893742,0.00870692673706472,0.372658790556286
Mef2c,3505.53748275503,-0.136917670441592,0.0522880748984353,-2.61852574812788,0.00883106267150872,0.372658790556286
Nrep,5959.60433280714,0.116114911744235,0.0442295360742235,2.62527989326809,0.00865777651657606,0.372658790556286
Grin1,1138.75953462518,-0.23395245769106,0.0900665732784769,-2.59755033610196,0.00938913577437551,0.390439309429477
Sept11,2013.12419411214,0.169851025627482,0.0656140986082547,2.58863611983101,0.00963568556669352,0.396763523334439
Eif3a,1346.9047270724,-0.200397143526541,0.0775311556793342,-2.58473050956928,0.00974551365460955,0.397389877178253
Nfix,7192.16428374174,-0.108424697739288,0.0420666264770282,-2.57745169555007,0.00995317917807122,0.401955312960569
Dpysl3,16904.7581977778,0.0887328907108207,0.0346662433516019,2.5596338723769,0.0104782489794982,0.411709150769833
Tmem181b-ps,739.729932042209,0.27429826268496,0.107313362345771,2.5560494675505,0.0105868067340814,0.411709150769833
Limch1,1146.30284238795,-0.219762339216488,0.0858737744037026,-2.55913217676167,0.0104933835499955,0.411709150769833
Rbfox1,1268.92879280856,-0.206164554501145,0.0804840019863563,-2.56155943309198,0.0104203410468227,0.411709150769833
Sipa1l1,584.601861305151,-0.293475512358175,0.115229905359557,-2.54686933433149,0.0108694123813073,0.418821394509089
Fgfr1,452.294957430888,-0.328167052793426,0.129328861436166,-2.53746185614881,0.011165953543926,0.425411770998384
Qk,621.529490749866,0.290418090183795,0.114560945505884,2.53505318851336,0.0112430253763859,0.425411770998384
Slit1,414.259384070947,-0.343621511631731,0.135814073866598,-2.53008765475403,0.0114034034221361,0.427627628330105
Rplp0,1543.80360424346,0.187260310560313,0.0744016799929781,2.51688282546827,0.0118398197485488,0.436203885472851
Rpl7,505.718510946576,0.310729978787841,0.123360247020071,2.51888259219589,0.0117727905257193,0.436203885472851
Satb2,1871.06093331563,-0.169234258847379,0.0674588496499348,-2.50870359820229,0.0121175114627091,0.440771461678121
Atp8a1,1303.47509733538,-0.196920190987551,0.0785459738695986,-2.50706918873367,0.0121736879892052,0.440771461678121
Zmiz1,1701.33679245769,-0.176003927067766,0.0704504540759458,-2.4982653323715,0.0124802742224565,0.444213150290823
Chga,637.35680532943,-0.273644007892064,0.109484623675971,-2.4993830065301,0.0124409770343697,0.444213150290823
Srrm4,846.209643630167,-0.260216656502376,0.104521577163385,-2.48959749330622,0.0127887837842519,0.446697685438099
Prrc2a,3707.45774010845,-0.126443093240685,0.0508340508252378,-2.48737000471166,0.0128691476042881,0.446697685438099
Msi2,524.629049847071,0.302531284152831,0.121626475145405,2.48738018421691,0.0128687793318793,0.446697685438099
Nfia,465.884595441949,0.315431288344088,0.127829322155253,2.46759728539424,0.0136023253693894,0.468276775011765
Prnp,932.964700274996,-0.22354688276526,0.0908468515907556,-2.46070038587894,0.0138666111980567,0.470555588501396
Bsg,1052.92898829079,-0.210658654593436,0.0860318269907811,-2.4486130535855,0.0143407417448045,0.470555588501396
Ntrk2,2398.41471398056,-0.147530576382406,0.0600588692107837,-2.45643280203346,0.014032404315202,0.470555588501396
B4galnt1,710.936385349157,-0.261314041007465,0.106689213382492,-2.44930141223018,0.0143133614669004,0.470555588501396
Ank2,2701.24721920615,-0.15108760620759,0.0614832971578543,-2.45737644517799,0.0139955944185683,0.470555588501396
Ccng1,314.92082081973,-0.395024696781211,0.160977052481267,-2.45391930522011,0.014130868754343,0.470555588501396
Celsr2,1305.8630729124,-0.188796154716162,0.0778042102997088,-2.42655447550849,0.0152429617180268,0.496282474540407
Ntrk3,289.528289875444,-0.385901892800322,0.159802393261093,-2.41486929529156,0.0157408570857064,0.503091028667712
Rtn4,3521.3919744921,-0.127979477907933,0.0529251194419981,-2.41812355375389,0.0156007785812352,0.503091028667712
Tmem108,326.641833197253,-0.375601220825862,0.155641925958116,-2.41323935381613,0.0158114323295567,0.503091028667712
Hivep2,1046.23707948111,-0.24219916254531,0.100550768234023,-2.40872513257792,0.0160083494660123,0.505526825242494
Psen1,356.858035271935,-0.345330493887125,0.145274779620831,-2.3770849612606,0.0174500683014447,0.508538172671005
Mycn,407.979096507239,-0.355028103698988,0.148167819392522,-2.39612154079461,0.0165695949537835,0.508538172671005
Atp13a2,838.997690120694,-0.232316759712214,0.0967790707351774,-2.40048553832385,0.0163733377104091,0.508538172671005
Rgs7bp,430.877958433261,0.312464221063083,0.13086512813034,2.38768131378646,0.0169550370301365,0.508538172671005
Tmem184c,278.905341206751,-0.392670407618346,0.164036961203584,-2.39379225716703,0.016675190530927,0.508538172671005
Ptpn5,1000.41004213022,-0.214668351154691,0.0897399494514438,-2.3921158020135,0.0167515560690288,0.508538172671005
Skil,355.959796483016,-0.347770863582743,0.145773017607856,-2.38570120375968,0.0170465947437623,0.508538172671005
Soga1,1979.74611701745,-0.153757474627139,0.0648136863685708,-2.37229948243923,0.0176777555261826,0.508538172671005
Gabbr2,601.390502425623,-0.270616171354187,0.114016309961287,-2.37348649018787,0.017621037658971,0.508538172671005
Rps15a,315.662249499122,0.364192569423588,0.152893928664132,2.38199497262985,0.0172191325268637,0.508538172671005
Stmn2,5795.49855073209,0.101085562629103,0.042288347302603,2.39038811107383,0.0168305765722564,0.508538172671005
Kmt2d,880.239151290249,-0.239598479162076,0.100933687595319,-2.37382072200429,0.0176050961272534,0.508538172671005
Slc35f1,1123.41997502942,-0.20007599294174,0.084048962527197,-2.38046951355288,0.0172905916999074,0.508538172671005
Tle3,606.678350921955,-0.290877877589142,0.12283022346399,-2.36812951557007,0.0178782761247008,0.510807889277165
Akap9,942.106818250099,-0.235649404673253,0.099952656942338,-2.3576102114944,0.0183929946065881,0.512444184556973
Myo9b,339.017913767227,-0.360501692676595,0.153147582989856,-2.35394960624664,0.018575129116409,0.512444184556973
St8sia2,2708.70770504897,-0.148519217443218,0.0631046265023308,-2.35353928349028,0.0185956428846857,0.512444184556973
Dcaf7,1353.30502099974,0.190228996089507,0.0808761365906715,2.35210290833117,0.0186676095802897,0.512444184556973
Nomo1,552.982686737348,-0.27574251326075,0.116914168818177,-2.35850381564598,0.018348771153858,0.512444184556973
Rrbp1,253.201036725064,-0.414900991599771,0.176167888658199,-2.35514539431623,0.0185154595167652,0.512444184556973
6030419C18Rik,246.999663000083,-0.408000294946606,0.174066947706384,-2.34392743896918,0.0190818833342421,0.520415000024785
Atp2c1,536.569970041213,-0.279885754777021,0.119770478083664,-2.33685094403239,0.0194469358435776,0.523571349634781
Cpsf6,729.958382281643,-0.244907077579071,0.104725958968346,-2.33855177829497,0.0193586429599807,0.523571349634781
Ywhaz,6290.51467317895,-0.100375409172322,0.0432085098845469,-2.3230472293658,0.0201766153806538,0.53975658980093
Atf4,2038.14876848294,0.149886677136332,0.0646124032993354,2.31978179858036,0.0203526841930093,0.541020719054677
Grina,772.305257936129,-0.236925285919446,0.102500811136275,-2.31144791239215,0.0208081270905893,0.549648640128773
Cplx2,1930.04618034972,-0.151916297134331,0.0660635948348467,-2.29954633129046,0.0214739356377657,0.56369081049135
Dctn3,278.041809646508,0.371074826715544,0.161889019246249,2.29215562885771,0.021896664323148,0.56827272827372
Robo2,1024.61035710458,-0.201355569699917,0.0878604012933445,-2.29176701603763,0.0219190909477006,0.56827272827372
BC018242,1331.5616638473,-0.179460978675489,0.0786038081373816,-2.28310794257998,0.0224240108279624,0.577796598021118
Atp5a1,2640.13774542769,0.130601153521595,0.0573193194182564,2.27848402331166,0.022697755326369,0.581283977870425
Lmtk3,1431.48912333216,-0.180202320352539,0.0792384149011712,-2.27417876262787,0.022955240602996,0.584315215348989
Bcl7a,833.501302126753,-0.217612109991185,0.0962162341407689,-2.26169847463379,0.0237160390480031,0.598220153697352
Mapk8ip3,1511.40442986294,-0.169441662341934,0.0749673096563321,-2.26020732394819,0.023808386525808,0.598220153697352
Srsf3,406.821570131794,0.328425743045234,0.145432425709626,2.25827040594769,0.0239288061478941,0.598220153697352
Zmat3,470.480311908294,-0.29425196920374,0.131246684136059,-2.2419764060378,0.0249628972287575,0.620379694442494
Ddit4,371.579209062527,0.332667105859843,0.149420608737352,2.22638034117903,0.025988716136143,0.63831934369474
Clip1,612.371360205682,-0.249483872119891,0.112033380562091,-2.22687087427146,0.0259559049127981,0.63831934369474
Mvd,438.41022983355,0.290312244827155,0.13083805817155,2.21886696336098,0.0264957766659525,0.639553229867819
Cck,264.122792351803,-0.376671952417192,0.169426386997247,-2.22321893946374,0.0262010403381691,0.639553229867819
Clasp2,1332.10570397744,0.180042176789725,0.0811166416122181,2.21954673185837,0.0264495516324577,0.639553229867819
Fsd1l,430.593903686887,0.300730321448152,0.135977260450327,2.2116221524996,0.0269927834694274,0.647826803266257
Ctsd,587.633693398117,-0.249079782249505,0.113074021995902,-2.20280288834628,0.0276086445108792,0.651439926661195
Rorb,370.021255438733,0.311948353224884,0.141336793242857,2.20712771294356,0.0273051381612798,0.651439926661195
Neto2,741.761723817874,-0.232717529502889,0.1055559833684,-2.20468344926203,0.0274763153304523,0.651439926661195
Tmem63b,694.845581498647,-0.233422112262982,0.106090568519457,-2.20021549059917,0.0277916097680789,0.652093637016377
Rtn4rl2,366.04008878458,-0.317747587111475,0.144804369748462,-2.19432319386101,0.0282121831785113,0.658284274165265
Celsr3,1192.56444984137,-0.190684913904502,0.0873241153522681,-2.18364552718655,0.0289883053976496,0.666454536041137
Tacc2,559.446055860722,-0.260898062036776,0.120101294650148,-2.17231681637376,0.0298317744704128,0.666454536041137
Npas4,747.369318372035,0.218934861893634,0.100660780550695,2.17497679529092,0.0296318553267607,0.666454536041137
Kif1b,3803.95864365998,-0.110678364914171,0.0509132982408365,-2.17385965432109,0.0297156768259453,0.666454536041137
Tomm20,469.198998079591,0.280045227348971,0.128710815465305,2.17577074884169,0.0295724069582012,0.666454536041137
Scn3b,817.173570178414,-0.212807138884596,0.0977097467874318,-2.17795200459949,0.0294096101760953,0.666454536041137
Ncoa5,509.912902785117,-0.269628988141664,0.124115056791374,-2.17241159221227,0.0298246314191026,0.666454536041137
Casc4,860.861104813212,-0.207925487658118,0.0956439474859822,-2.17395342960507,0.029708632833301,0.666454536041137
Ubc,487.287457469475,-0.274134438386074,0.126586510433137,-2.16558966234299,0.030342557045296,0.6707302083697
Fbxw7,320.442669761124,-0.34127621901096,0.15756426476072,-2.1659493637674,0.0303150565453022,0.6707302083697
Erp29,398.072316967015,-0.296163917487417,0.137098416776984,-2.1602285748433,0.0307549791082886,0.67098970410136
Dennd5a,625.754466225072,0.236302366905331,0.109439071570609,2.15921392162828,0.0308335744979911,0.67098970410136
Srpk1,364.082017300807,-0.314810407184004,0.145674587466161,-2.16105233355909,0.0306912970520438,0.67098970410136
Sptbn1,4158.9874974877,-0.112006127312136,0.0521241085303285,-2.14883535604192,0.0316474536294278,0.671309622442408
Stradb,250.107234410754,0.377937547196841,0.175473807190536,2.15381174688062,0.0312549381181338,0.671309622442408
H13,631.049943724472,-0.235478648438729,0.10949115178482,-2.15066372579136,0.0315027514624852,0.671309622442408
Nars,1294.00541049072,0.169364177340203,0.0785945563786049,2.15490976912375,0.0311688957719815,0.671309622442408
Canx,1656.58613247485,-0.156093144302725,0.0726098397706102,-2.14975194540928,0.0315748411538162,0.671309622442408
Dcx,8766.88948846339,0.0830669521044184,0.0387075773017258,2.14601269040713,0.0318719662353088,0.672674664262799
Tmem150c,304.157562494693,-0.341741484622266,0.159456245228266,-2.14316776450526,0.0320996297077389,0.674092223862517
Sec61a2,398.053369866936,-0.29253012257569,0.13666264911675,-2.1405272359808,0.0323121821419592,0.675179925354371
H3f3b,2766.56625659978,0.1181961103876,0.0562215217195942,2.10232855270452,0.0355245050725672,0.678976706838817
Bmpr1a,248.723050321383,-0.362714785694582,0.172043723579839,-2.10827095663424,0.0350075586688091,0.678976706838817
